Actor,Degree,Weighted Degree,Degree Centrality,Betweenness Centrality,Closeness Centrality,Eigenvector Centrality,Degree Rank,Betweenness Rank,Closeness Rank,Eigenvector Rank,Average Rank
ג'סי נחייסי,8,8.0,0.0025356576862123614,0.0,0.24199745348619967,3.463745179507097e-05,2320,1122,2940,2899,2320.25
גניה מימון,8,8.0,0.0025356576862123614,0.0,0.24199745348619967,3.463745179507097e-05,2320,1122,2940,2899,2320.25
בנימין צמח,8,8.0,0.0025356576862123614,0.0,0.24199745348619967,3.463745179507097e-05,2320,1122,2940,2899,2320.25
אלייזה וינטראוב,2,2.0,0.0006339144215530904,0.0,0.30190738694859476,0.00025599010244437947,3063,1122,2480,2619,2321.0
דורי גולדשטיין,2,2.0,0.0006339144215530904,0.0,0.30190738694859476,0.00025599010244437947,3063,1122,2480,2619,2321.0
עידו קסטלר,6,6.0,0.001901743264659271,0.0,0.2790295725674839,0.00011434984511286947,2650,1122,2738,2783,2323.25
מישל פרוז'נסקי,6,6.0,0.001901743264659271,0.0,0.2790295725674839,0.00011434984511286947,2650,1122,2738,2783,2323.25
עמית הכטר,6,6.0,0.001901743264659271,0.0,0.2790295725674839,0.00011434984511286947,2650,1122,2738,2783,2323.25
הרן שגיא,5,5.0,0.001584786053882726,0.0,0.280630926923172,0.00016960161265938876,2787,1122,2713,2696,2329.5
ריף כהן,5,5.0,0.001584786053882726,0.0,0.280630926923172,0.00016960161265938873,2787,1122,2713,2697,2329.75
יואב כורש,5,5.0,0.001584786053882726,0.0,0.280630926923172,0.00016960161265938873,2787,1122,2713,2697,2329.75
מרים בנאי,5,5.0,0.001584786053882726,0.0,0.27857738610869626,0.00021515812070994778,2787,1122,2748,2662,2329.75
נטע וינר,5,5.0,0.001584786053882726,0.0,0.27857738610869626,0.00021515812070994778,2787,1122,2748,2662,2329.75
יוסק'ה נחמיאס,7,7.0,0.0022187004754358162,0.0,0.25652385166287595,7.957995551687903e-05,2502,1122,2889,2819,2333.0
אלחנן אבן חן,7,7.0,0.0022187004754358162,0.0,0.25652385166287595,7.957995551687903e-05,2502,1122,2889,2819,2333.0
עמנואל סאלם,7,7.0,0.0022187004754358162,0.0,0.25652385166287595,7.957995551687903e-05,2502,1122,2889,2819,2333.0
חנן סוויסה,7,7.0,0.0022187004754358162,0.0,0.25652385166287595,7.957995551687903e-05,2502,1122,2889,2819,2333.0
בני ליס,7,7.0,0.0022187004754358162,0.0,0.25652385166287595,7.957995551687903e-05,2502,1122,2889,2819,2333.0
ניסים ורטה,7,7.0,0.0022187004754358162,0.0,0.25652385166287595,7.957995551687903e-05,2502,1122,2889,2819,2333.0
רז זלצרמן,7,7.0,0.0022187004754358162,0.0,0.25652385166287595,7.957995551687903e-05,2502,1122,2889,2819,2333.0
יערה ביסטרי,5,5.0,0.001584786053882726,0.0,0.28053228384256096,0.00014273386294974397,2787,1122,2716,2728,2338.25
אריאל נוביק,5,5.0,0.001584786053882726,0.0,0.28053228384256096,0.00014273386294974397,2787,1122,2716,2728,2338.25
הלל ינאי שני,5,5.0,0.001584786053882726,0.0,0.2798666072850917,0.00012794533427474276,2787,1122,2727,2757,2348.25
הולגר ירמיש,5,5.0,0.001584786053882726,0.0,0.2798666072850917,0.00012794533427474276,2787,1122,2727,2757,2348.25
אופק פסח,5,5.0,0.001584786053882726,0.0,0.2798666072850917,0.00012794533427474276,2787,1122,2727,2757,2348.25
עדי גילת,5,5.0,0.001584786053882726,0.0,0.2798666072850917,0.00012794533427474276,2787,1122,2727,2757,2348.25
רוני וייסמן,8,8.0,0.0025356576862123614,0.0,0.0025356576862123614,0.0,2320,1122,3002,2972,2354.0
בועז קרני,8,8.0,0.0025356576862123614,0.0,0.0025356576862123614,0.0,2320,1122,3002,2972,2354.0
אורי ליפשיץ,8,8.0,0.0025356576862123614,0.0,0.0025356576862123614,0.0,2320,1122,3002,2972,2354.0
רעות פיש,8,8.0,0.0025356576862123614,0.0,0.0025356576862123614,0.0,2320,1122,3002,2972,2354.0
ניר קיטרו,8,8.0,0.0025356576862123614,0.0,0.0025356576862123614,0.0,2320,1122,3002,2972,2354.0
אדוה קמחי,8,8.0,0.0025356576862123614,0.0,0.0025356576862123614,0.0,2320,1122,3002,2972,2354.0
ניר שרון,8,8.0,0.0025356576862123614,0.0,0.0025356576862123614,0.0,2320,1122,3002,2972,2354.0
אילה שיפטן,8,8.0,0.0025356576862123614,0.0,0.0025356576862123614,0.0,2320,1122,3002,2972,2354.0
יובל אורנר,8,8.0,0.0025356576862123614,0.0,0.0025356576862123614,0.0,2320,1122,3002,2972,2354.0
תמיר ביידר,5,5.0,0.001584786053882726,0.0,0.27764321165019007,0.00012011659480976594,2787,1122,2760,2769,2359.5
תומר שחורי,5,5.0,0.001584786053882726,0.0,0.27764321165019007,0.00012011659480976594,2787,1122,2760,2769,2359.5
דינה קדושי,6,6.0,0.001901743264659271,0.0,0.2660358645126783,5.476080227002094e-05,2650,1122,2827,2866,2366.25
ליאת צדקיהו,6,6.0,0.001901743264659271,0.0,0.2660358645126783,5.476080227002094e-05,2650,1122,2827,2866,2366.25
הילה הרוש,6,6.0,0.001901743264659271,0.0,0.2660358645126783,5.476080227002094e-05,2650,1122,2827,2866,2366.25
ירין קורן,6,6.0,0.001901743264659271,0.0,0.2660358645126783,5.476080227002094e-05,2650,1122,2827,2866,2366.25
רגב זרקה,6,6.0,0.001901743264659271,0.0,0.2660358645126783,5.476080227002094e-05,2650,1122,2827,2866,2366.25
נור פיבק,4,4.0,0.0012678288431061807,3.8717815253937235e-06,0.27913517903336826,0.00012179999177883684,2905,1062,2737,2768,2368.0
אפרת בן יעקב,1,1.0,0.0003169572107765452,0.0,0.29395656760804645,0.00023575246924459293,3120,1122,2587,2644,2368.25
קאיס נאשף,3,3.0,0.0009508716323296355,0.0,0.28579917148314876,0.00018302713335425046,3009,1122,2676,2685,2373.0
חגי מולודיק,6,6.0,0.001901743264659271,0.0,0.2565003173174347,7.840954519244581e-05,2650,1122,2896,2830,2374.5
אושרית קצין,6,6.0,0.001901743264659271,0.0,0.2565003173174347,7.840954519244581e-05,2650,1122,2896,2830,2374.5
רחל ורבוב,6,6.0,0.001901743264659271,0.0,0.2565003173174347,7.840954519244581e-05,2650,1122,2896,2830,2374.5
דוד לייזרוביץ',6,6.0,0.001901743264659271,0.0,0.2565003173174347,7.840954519244581e-05,2650,1122,2896,2830,2374.5
הרב דביר טל,6,6.0,0.001901743264659271,0.0,0.2565003173174347,7.840954519244581e-05,2650,1122,2896,2830,2374.5
שי סקיבא,6,6.0,0.001901743264659271,0.0,0.2565003173174347,7.840954519244581e-05,2650,1122,2896,2830,2374.5
מור דימרי,5,5.0,0.001584786053882726,0.0,0.2731097759363238,0.0001013213285429158,2787,1122,2800,2801,2377.5
יאיר מזור,5,5.0,0.001584786053882726,0.0,0.2731097759363238,0.0001013213285429158,2787,1122,2800,2801,2377.5
נטע אורבך,5,5.0,0.001584786053882726,0.0,0.2731097759363238,0.0001013213285429158,2787,1122,2800,2801,2377.5
עז א-דין אבו אל-עייש,2,2.0,0.0006339144215530904,0.0,0.29454160895670417,0.00013184749178566873,3063,1122,2584,2742,2377.75
שלומי אלדר,2,2.0,0.0006339144215530904,0.0,0.29454160895670417,0.00013184749178566873,3063,1122,2584,2742,2377.75
דניאל ג'יידלין,3,3.0,0.0009508716323296355,0.0,0.28390761751582,0.00016897857660182783,3009,1122,2691,2699,2380.25
ריימונלד אמסלם,2,2.0,0.0006339144215530904,0.0,0.2871960044176245,0.00019010169795930355,3063,1122,2667,2674,2381.5
שריאל בקנשטיין,7,7.0,0.0022187004754358162,0.0,0.23550406109301747,7.203595441587535e-06,2502,1122,2953,2953,2382.5
דוד גולנד,7,7.0,0.0022187004754358162,0.0,0.23550406109301747,7.203595441587535e-06,2502,1122,2953,2953,2382.5
ג'רי פישמן,7,7.0,0.0022187004754358162,0.0,0.23550406109301747,7.203595441587535e-06,2502,1122,2953,2953,2382.5
יותם ראובני,7,7.0,0.0022187004754358162,0.0,0.23550406109301747,7.203595441587535e-06,2502,1122,2953,2953,2382.5
גיורא קפלן,7,7.0,0.0022187004754358162,0.0,0.23550406109301747,7.203595441587535e-06,2502,1122,2953,2953,2382.5
אשר מעיין,7,7.0,0.0022187004754358162,0.0,0.23550406109301747,7.203595441587535e-06,2502,1122,2953,2953,2382.5
רפי דייגי,7,7.0,0.0022187004754358162,0.0,0.23550406109301747,7.203595441587535e-06,2502,1122,2953,2953,2382.5
לטי גרובמן,2,2.0,0.0006339144215530904,0.0,0.2847995333183545,0.00020322343951975627,3063,1122,2682,2668,2383.75
הדר גלרון,2,2.0,0.0006339144215530904,0.0,0.2832017101812584,0.000223437393072019,3063,1122,2699,2653,2384.25
גדי וילצ'רסקי,3,3.0,0.0009508716323296355,0.0,0.2818938997988061,0.00015587826757035373,3009,1122,2704,2702,2384.25
יוסי צברי,3,3.0,0.0009508716323296355,0.0,0.2818938997988061,0.00015587826757035373,3009,1122,2704,2702,2384.25
אורטל פשרל,2,2.0,0.0006339144215530904,0.0,0.28393222788167527,0.00016407828972741807,3063,1122,2690,2701,2394.0
יהודית הספל,7,7.0,0.0022187004754358162,0.0,0.0022187004754358162,0.0,2502,1122,3011,2972,2401.75
אלישבע זוז,7,7.0,0.0022187004754358162,0.0,0.0022187004754358162,0.0,2502,1122,3011,2972,2401.75
טרודי הירשלר,7,7.0,0.0022187004754358162,0.0,0.0022187004754358162,0.0,2502,1122,3011,2972,2401.75
סאלי פיליפס,7,7.0,0.0022187004754358162,0.0,0.0022187004754358162,0.0,2502,1122,3011,2972,2401.75
מרים מרגוליס,7,7.0,0.0022187004754358162,0.0,0.0022187004754358162,0.0,2502,1122,3011,2972,2401.75
האני לוקס,7,7.0,0.0022187004754358162,0.0,0.0022187004754358162,0.0,2502,1122,3011,2972,2401.75
אנדי מקדואל,7,7.0,0.0022187004754358162,0.0,0.0022187004754358162,0.0,2502,1122,3011,2972,2401.75
ננה סלינגר,7,7.0,0.0022187004754358162,0.0,0.0022187004754358162,0.0,2502,1122,3011,2972,2401.75
אן מרי פיסקר,7,7.0,0.0022187004754358162,0.0,0.0022187004754358162,0.0,2502,1122,3011,2972,2401.75
טום קאלן,7,7.0,0.0022187004754358162,0.0,0.0022187004754358162,0.0,2502,1122,3011,2972,2401.75
דייוויד ואליאמס,7,7.0,0.0022187004754358162,0.0,0.0022187004754358162,0.0,2502,1122,3011,2972,2401.75
טמזין גרג,7,7.0,0.0022187004754358162,0.0,0.0022187004754358162,0.0,2502,1122,3011,2972,2401.75
מישל גרינידג',7,7.0,0.0022187004754358162,0.0,0.0022187004754358162,0.0,2502,1122,3011,2972,2401.75
ראקי תאקראר,7,7.0,0.0022187004754358162,0.0,0.0022187004754358162,0.0,2502,1122,3011,2972,2401.75
אנני למפל,7,7.0,0.0022187004754358162,0.0,0.0022187004754358162,0.0,2502,1122,3011,2972,2401.75
גרטה ורטהיימר,7,7.0,0.0022187004754358162,0.0,0.0022187004754358162,0.0,2502,1122,3011,2972,2401.75
דודו ארז,5,5.0,0.001584786053882726,0.0,0.2627065863470113,6.859442965764494e-05,2787,1122,2856,2845,2402.5
אלין לוי,5,5.0,0.001584786053882726,0.0,0.2627065863470113,6.859442965764494e-05,2787,1122,2856,2845,2402.5
ענת אלימלך,4,4.0,0.0012678288431061807,0.0,0.2748241769655607,9.71093459009714e-05,2905,1122,2790,2812,2407.25
כרמית לויטה,4,4.0,0.0012678288431061807,0.0,0.2748241769655607,9.71093459009714e-05,2905,1122,2790,2812,2407.25
קלוד דופין,2,2.0,0.0006339144215530904,0.0,0.2763922688930658,0.00015417418396334576,3063,1122,2762,2704,2412.75
ז'ו דסאן,2,2.0,0.0006339144215530904,0.0,0.2763922688930658,0.00015417418396334576,3063,1122,2762,2704,2412.75
עומר נודלמן,4,4.0,0.0012678288431061807,0.0,0.27322174436520047,7.69578631240899e-05,2905,1122,2799,2836,2415.5
שרון אינגריד שטרק,1,1.0,0.0003169572107765452,0.0,0.29288646912107386,9.095474814955358e-05,3120,1122,2605,2815,2415.5
יורם הוניג,3,3.0,0.0009508716323296355,0.0,0.27783998403036064,0.00011497640128963903,3009,1122,2759,2782,2418.0
ציון אמסלם,6,6.0,0.001901743264659271,0.0,0.22959756871785944,5.3358041143238e-06,2650,1122,2960,2960,2423.0
לימור בן זכאי,6,6.0,0.001901743264659271,0.0,0.22959756871785944,5.3358041143238e-06,2650,1122,2960,2960,2423.0
אבי בן,6,6.0,0.001901743264659271,0.0,0.22959756871785944,5.3358041143238e-06,2650,1122,2960,2960,2423.0
עדן אלוש שלו,6,6.0,0.001901743264659271,0.0,0.22959756871785944,5.3358041143238e-06,2650,1122,2960,2960,2423.0
משה כהן,6,6.0,0.001901743264659271,0.0,0.22959756871785944,5.3358041143238e-06,2650,1122,2960,2960,2423.0
סיגי דהאן,6,6.0,0.001901743264659271,0.0,0.22959756871785944,5.3358041143238e-06,2650,1122,2960,2960,2423.0
מאיר טולדנו,4,4.0,0.0012678288431061807,0.0,0.26492616882230746,7.919469514520858e-05,2905,1122,2840,2826,2423.25
הגר אנוש,4,4.0,0.0012678288431061807,0.0,0.26492616882230746,7.919469514520858e-05,2905,1122,2840,2826,2423.25
הדס בן ארויה,4,4.0,0.0012678288431061807,0.0,0.26492616882230746,7.919469514520858e-05,2905,1122,2840,2826,2423.25
נצר חריט,4,4.0,0.0012678288431061807,0.0,0.26492616882230746,7.919469514520858e-05,2905,1122,2840,2826,2423.25
הנרי אנדראוס,6,6.0,0.001901743264659271,0.0,0.21166468092223148,1.609350569055701e-06,2650,1122,2966,2966,2426.0
סאנא ג'ממאליה,6,6.0,0.001901743264659271,0.0,0.21166468092223148,1.609350569055701e-06,2650,1122,2966,2966,2426.0
תאמר נאפר,6,6.0,0.001901743264659271,0.0,0.21166468092223148,1.609350569055701e-06,2650,1122,2966,2966,2426.0
אחלאם כנעאן,6,6.0,0.001901743264659271,0.0,0.21166468092223148,1.609350569055701e-06,2650,1122,2966,2966,2426.0
שאדן קנבורה,6,6.0,0.001901743264659271,0.0,0.21166468092223148,1.609350569055701e-06,2650,1122,2966,2966,2426.0
מונא חוא,6,6.0,0.001901743264659271,0.0,0.21166468092223148,1.609350569055701e-06,2650,1122,2966,2966,2426.0
זיו פלג,5,5.0,0.001584786053882726,0.0,0.25694251226284065,3.0421550106339237e-05,2787,1122,2885,2913,2426.75
אורטל בן שושן,5,5.0,0.001584786053882726,0.0,0.25694251226284065,3.0421550106339237e-05,2787,1122,2885,2913,2426.75
ליאור חסון,5,5.0,0.001584786053882726,0.0,0.25694251226284065,3.0421550106339237e-05,2787,1122,2885,2913,2426.75
עמית אפשטיין,5,5.0,0.001584786053882726,0.0,0.25694251226284065,3.0421550106339237e-05,2787,1122,2885,2913,2426.75
גיא זו-ארץ,4,4.0,0.0012678288431061807,0.0,0.26268190393590723,6.765469037988095e-05,2905,1122,2858,2847,2433.0
גולשיפתה פראהאני,6,6.0,0.001901743264659271,0.0,0.001901743264659271,0.0,2650,1122,3027,2972,2442.75
זאר אמיר אבראהימי,6,6.0,0.001901743264659271,0.0,0.001901743264659271,0.0,2650,1122,3027,2972,2442.75
מינא קאוואני,6,6.0,0.001901743264659271,0.0,0.001901743264659271,0.0,2650,1122,3027,2972,2442.75
אראש מרנדי,6,6.0,0.001901743264659271,0.0,0.001901743264659271,0.0,2650,1122,3027,2972,2442.75
רזא דיאקו,6,6.0,0.001901743264659271,0.0,0.001901743264659271,0.0,2650,1122,3027,2972,2442.75
סינה פרוואנה,6,6.0,0.001901743264659271,0.0,0.001901743264659271,0.0,2650,1122,3027,2972,2442.75
קטיונה אחמדי,6,6.0,0.001901743264659271,0.0,0.001901743264659271,0.0,2650,1122,3027,2972,2442.75
ששון סער,4,4.0,0.0012678288431061807,0.0,0.25583392579369,6.941441212326251e-05,2905,1122,2909,2841,2444.25
מרגלית שמיט,4,4.0,0.0012678288431061807,0.0,0.25583392579369,6.941441212326251e-05,2905,1122,2909,2841,2444.25
יצחק בנש,4,4.0,0.0012678288431061807,0.0,0.25583392579369,6.941441212326251e-05,2905,1122,2909,2841,2444.25
רחל טטרקו (חביב),4,4.0,0.0012678288431061807,0.0,0.25583392579369,6.94144121232625e-05,2905,1122,2909,2844,2445.0
אנסטסיה צ'נטוראיה,4,4.0,0.0012678288431061807,0.0,0.2608155567557818,4.829738298420241e-05,2905,1122,2865,2889,2445.25
מאטה טדוראדזה,4,4.0,0.0012678288431061807,0.0,0.2608155567557818,4.829738298420241e-05,2905,1122,2865,2889,2445.25
גיווי צ'וגואשווילי,4,4.0,0.0012678288431061807,0.0,0.2608155567557818,4.829738298420241e-05,2905,1122,2865,2889,2445.25
רולנד אוקרופירידזה,4,4.0,0.0012678288431061807,0.0,0.2608155567557818,4.829738298420241e-05,2905,1122,2865,2889,2445.25
ניב זילברברג,2,2.0,0.0006339144215530904,0.0,0.2740180762143879,9.199668650958523e-05,3063,1122,2798,2814,2449.25
אליענה שכטר,3,3.0,0.0009508716323296355,0.0,0.26430757733897936,6.992067591539914e-05,3009,1122,2844,2840,2453.75
ענת מנדלסון,2,2.0,0.0006339144215530904,0.0,0.2681061510114498,7.544867354545335e-05,3063,1122,2820,2837,2460.5
שירי לוטן,2,2.0,0.0006339144215530904,0.0,0.2681061510114498,7.544867354545335e-05,3063,1122,2820,2837,2460.5
נטע בר רפאל,1,1.0,0.0003169572107765452,0.0,0.27193102828098276,9.770639436142943e-05,3120,1122,2816,2804,2465.5
למיס עמאר,4,4.0,0.0012678288431061807,0.0,0.25451214797664506,2.571099909363341e-05,2905,1122,2913,2931,2467.75
חדיג'ה אל עאכד,4,4.0,0.0012678288431061807,0.0,0.25451214797664506,2.571099909363341e-05,2905,1122,2913,2931,2467.75
ג'לאל מסרוה,4,4.0,0.0012678288431061807,0.0,0.25451214797664506,2.571099909363341e-05,2905,1122,2913,2931,2467.75
רז מזרחי,2,2.0,0.0006339144215530904,0.0,0.2657303340323959,5.5340429410105275e-05,3063,1122,2832,2865,2470.5
דני יוסטון,5,5.0,0.001584786053882726,8.039498053939003e-07,0.001584786053882726,0.0,2787,1094,3034,2972,2471.75
ישראל אוגלבו,2,2.0,0.0006339144215530904,0.0,0.26617867591607774,5.1870496737908046e-05,3063,1122,2826,2880,2472.75
אמיר קוסטוריצה,2,2.0,0.0006339144215530904,0.0,0.2632944059210624,5.826454404687886e-05,3063,1122,2845,2864,2473.5
דני לשמן,1,1.0,0.0003169572107765452,0.0,0.2680804435983573,7.441503186666427e-05,3120,1122,2822,2839,2475.75
עודד פיליפ,5,5.0,0.001584786053882726,0.0,0.001584786053882726,0.0,2787,1122,3034,2972,2478.75
אמרי קהן,5,5.0,0.001584786053882726,0.0,0.001584786053882726,0.0,2787,1122,3034,2972,2478.75
נעמה יוריה,5,5.0,0.001584786053882726,0.0,0.001584786053882726,0.0,2787,1122,3034,2972,2478.75
בני ציפר,5,5.0,0.001584786053882726,0.0,0.001584786053882726,0.0,2787,1122,3034,2972,2478.75
טל מאירי,5,5.0,0.001584786053882726,0.0,0.001584786053882726,0.0,2787,1122,3034,2972,2478.75
עמי אילון,5,5.0,0.001584786053882726,0.0,0.001584786053882726,0.0,2787,1122,3034,2972,2478.75
לי פיליפ,5,5.0,0.001584786053882726,0.0,0.001584786053882726,0.0,2787,1122,3034,2972,2478.75
מני פיליפ,5,5.0,0.001584786053882726,0.0,0.001584786053882726,0.0,2787,1122,3034,2972,2478.75
אלי פיליפ,5,5.0,0.001584786053882726,0.0,0.001584786053882726,0.0,2787,1122,3034,2972,2478.75
עירית גידרון,5,5.0,0.001584786053882726,0.0,0.001584786053882726,0.0,2787,1122,3034,2972,2478.75
צביקה פיליפ,5,5.0,0.001584786053882726,0.0,0.001584786053882726,0.0,2787,1122,3034,2972,2478.75
אסף פיליפ,5,5.0,0.001584786053882726,0.0,0.001584786053882726,0.0,2787,1122,3034,2972,2478.75
כרמי גילון,5,5.0,0.001584786053882726,0.0,0.001584786053882726,0.0,2787,1122,3034,2972,2478.75
יעקב פרי,5,5.0,0.001584786053882726,0.0,0.001584786053882726,0.0,2787,1122,3034,2972,2478.75
אברהם שלום,5,5.0,0.001584786053882726,0.0,0.001584786053882726,0.0,2787,1122,3034,2972,2478.75
אבי דיכטר,5,5.0,0.001584786053882726,0.0,0.001584786053882726,0.0,2787,1122,3034,2972,2478.75
