actor_1,actor_2,actor_1_seen_before_2021,actor_2_seen_before_2021
אנדי מקדואל,סאלי פיליפס,False,False
אנדי מקדואל,ראקי תאקראר,False,False
אנה בלוג,אסתר מרטון,False,False
אנה בלוג,בוגלרקה קאוש,False,False
אנה בלוג,ג'וי ריגר,False,True
אנה בלוג,דומיניקה בירו פנה,False,False
אנה בלוג,ירדן ג'רבי,False,False
אנה בלוג,פטר לינקה,False,False
אנה בלוג,צ'רבה קרקס,False,False
אנה בלוג,תיקי דיין,False,True
אנה דוברוביצקי,ביאן ענתיר,True,False
אנה דוברוביצקי,יעל פולמן,True,False
אנה דוברוביצקי,יערה,True,False
אנה דוברוביצקי,ירמי שיק בלום,True,False
אנה דוברוביצקי,מיכה פרודובסקי,True,False
אנה זק,עומר דהן,False,False
אנה זק,עידן שקרוקה,False,False
אנה זק,שחף כרמל יעקובוביץ',False,False
אנחל בונני,ז'וזפין דראי,True,False
אנטון לסר,ג'רמי נוימרק ג'ונס,False,False
אנטון לסר,דויד קרוס,False,False
אנטון לסר,ז'יל בן דוד,False,True
אנטון לסר,מייקל סי פוקס,False,False
אני אימנדזה,ורוניקה קלנדרישבילי,False,False
אני אימנדזה,טאקו טבטדז,False,False
אני אימנדזה,ליז רביאן,False,False
אני אימנדזה,נועה בן גיגי,False,False
אני אימנדזה,נעמה שטרית,False,True
אני אימנדזה,שיפי אלוני,False,True
אני אימנדזה,שרי גבעתי,False,False
אניה בוקשטיין,לי גילת,True,False
אנסטסיה אוורבוך,גל פרידמן,False,True
אנסטסיה אוורבוך,זוהר שטראוס,False,True
אנסטסיה אוורבוך,יואל רוזנקיאר,False,True
אנסטסיה אוורבוך,ליאור רז,False,True
אנסטסיה אוורבוך,נטע שפיגלמן,False,True
אנסטסיה אוורבוך,סיון תדמור,False,False
אנסטסיה אוורבוך,רותם סלע,False,True
אנסטסיה אוורבוך,שרון שטרק,False,True
אנסטסיה פיין,דיקלה,True,False
אנסטסיה פיין,עידן עמדי,True,False
אנסטסיה צ'נטוראיה,גיווי צ'וגואשווילי,False,False
אנסטסיה צ'נטוראיה,מאטה טדוראדזה,False,False
אנסטסיה צ'נטוראיה,נטע ריסקין,False,True
אנסטסיה צ'נטוראיה,רולנד אוקרופירידזה,False,False
אסי ישראלוף,לירון וייסמן,True,False
אסי ישראלוף,נכה,True,False
אסי ישראלוף,קופנגן,True,False
אסי ישראלוף,רגל עץ,True,False
אסי לוי,גיא אריאלי,True,False
אסי לוי,לוטם טושינסקי,True,False
אסי לוי,מאור לוי,True,False
אסי לוי,עדי אלון,True,False
אסיל פרחאת,ג'ואנה סעיד,False,False
אסיל פרחאת,דאנה איבגי,False,True
אסיל פרחאת,מרלן בג'אלי,False,True
אסנת פישמן,יעל פדן,True,False
אסנת פישמן,ניר כנען,True,False
אסנת פישמן,עדי חבשוש,True,False
אסנת פישמן,עדן מאירי,True,False
אסנת פישמן,עידו אליאלי,True,False
אסנת פישמן,קים אור אזולאי,True,False
אסף הרץ,גיא גורביץ,False,True
אסף הרץ,יעל לבנטל,False,True
אסף הרץ,לירית בלבן,False,True
אסף הרץ,ניר שעיבי,False,False
אסף הרץ,נתי רביץ,False,True
אסף הרץ,ערן שראל,False,False
אסף הרץ,ריקי בליך,False,True
אסף פרי,אפרת וינטראוב,False,False
אסף פרי,ג'סמין גרין,False,False
אסף פרי,מי-רן מנקס,False,False
אסף פרי,צחי סדן,False,False
אסתי זקהיים,גל אמיתי,True,False
אסתי זקהיים,יואב קרן,True,False
אסתי זקהיים,מנדי ברששת,True,False
אסתי זקהיים,עתליה זהבי,True,False
אסתי זקהיים,רוני נדלר,True,False
אסתי קוסוביצקי,ג'ייד דייכס וויקס,True,False
אסתי קוסוביצקי,דנה קבסה,True,False
אסתי קוסוביצקי,ירדן תוסייה כהן,True,False
אסתי קוסוביצקי,ישי לפידות,True,False
אסתי קוסוביצקי,מוריה אקונס,True,False
אסתי קוסוביצקי,ניר שטראוס,True,False
אסתי קוסוביצקי,רועי ויינברג,True,False
אסתר מרטון,בוגלרקה קאוש,False,False
אסתר מרטון,ג'וי ריגר,False,True
אסתר מרטון,דומיניקה בירו פנה,False,False
אסתר מרטון,ירדן ג'רבי,False,False
אסתר מרטון,פטר לינקה,False,False
אסתר מרטון,צ'רבה קרקס,False,False
אסתר מרטון,תיקי דיין,False,True
אפרת בן צור,עידו טאקו,True,False
אפרת בן צור,"צה""ל",True,False
אפרת וינטראוב,ג'סמין גרין,False,False
אפרת וינטראוב,מי-רן מנקס,False,False
אפרת וינטראוב,צחי סדן,False,False
אקו מורגנשטרן,ג'ימבו ג'יי,False,True
אקו מורגנשטרן,טונה,False,False
אקו מורגנשטרן,ירמי אומני,False,False
אקו מורגנשטרן,מוריה אקונס,False,False
אקו מורגנשטרן,עידן אלתרמן,False,True
אקו מורגנשטרן,עמית אולמן,False,False
אקו מורגנשטרן,פלד,False,False
אקי אבני,גל אמיתי,True,False
אקי אבני,דין גרבר,True,False
אקי אבני,עידן תלם,True,False
אקי אבני,קווין רובין,True,False
אקי אבני,שירה לוי,True,False
אראש מרנדי,גולשיפתה פראהאני,False,False
אראש מרנדי,זאר אמיר אבראהימי,False,False
אראש מרנדי,מינא קאוואני,False,False
אראש מרנדי,סינה פרוואנה,False,False
אראש מרנדי,קטיונה אחמדי,False,False
אראש מרנדי,רזא דיאקו,False,False
ארז עובד,הרצל טובי,False,True
ארז עובד,יהונתן וילוז'ני,False,True
ארז עובד,ליר כץ,False,True
ארז עובד,מילי עשת,False,True
ארז עובד,סוול אריאל אור,False,False
ארז עובד,עופר גרינברג,False,False
ארז עובד,פאולה קרו,False,False
ארז עובד,תמיר גינזבורג,False,True
אריה ברנע,גבריאל בך,False,False
אריה ברנע,דינה פורת,False,False
אריה ברנע,חנה יבלונקה,False,False
אריה ברנע,יהודה באואר,False,False
אריה ברנע,יואל רפל,False,False
אריה ברנע,יצחק ארד,False,False
אריה ברנע,ישראל גוטמן,False,False
אריה ברנע,עמר ברטוב,False,False
אריה מוסקונה,יגאל שילון,True,False
אריה מוסקונה,קרוליין לנגפורד,True,False
אריה צ'רנר,ז'וזפין דראי,True,False
אריק משעלי,דניאל אסייג,True,False
אריק משעלי,חי דוידוב,True,False
אריק משעלי,לינור אברג'יל,True,False
אריק משעלי,סשה דמידוב,True,False
אריק משעלי,עדי אלון,True,False
אריק משעלי,פלורה סעדה,True,False
אריק משעלי,שרלין חזיזה,True,False
ארקדי דוכין,גילי שושן,False,True
ארקדי דוכין,טיילור מלכוב,False,False
ארקדי דוכין,ישי לפידות,False,False
ארקדי דוכין,רונן הרשקוביץ,False,False
ארקדי דוכין,שי חי,False,False
ארקדי דוכין,ששי גז,False,False
ארקדי שוסטר,דוד אדרי,False,False
ארקדי שוסטר,יונס,False,False
ארקדי שוסטר,מירב גרובר,False,True
ארקדי שוסטר,רחל אדרי,False,False
בוגלרקה קאוש,ג'וי ריגר,False,True
בוגלרקה קאוש,דומיניקה בירו פנה,False,False
בוגלרקה קאוש,ירדן ג'רבי,False,False
בוגלרקה קאוש,פטר לינקה,False,False
בוגלרקה קאוש,צ'רבה קרקס,False,False
בוגלרקה קאוש,תיקי דיין,False,True
בועז קונפורטי,דיקלה,True,False
בועז קונפורטי,עידן עמדי,True,False
ביאן ענתיר,יעל פולמן,False,False
ביאן ענתיר,יערה,False,False
ביאן ענתיר,ירמי שיק בלום,False,False
ביאן ענתיר,מאיר סוויסה,False,True
ביאן ענתיר,רן דנקר,False,True
בן סולטן,יוסי מרשק,False,True
בן סולטן,יעל אבקסיס,False,True
בן סולטן,ריקי רייף סיני,False,False
בן סלע,גילי איצקוביץ',False,False
בן סלע,גל אמיתי,False,False
בן סלע,דניאל ליטמן,False,False
בן סלע,טייסת,False,False
בן סלע,ליהי קורנובסקי,False,False
בן סלע,מאור שוויצר,False,True
בן סלע,מפקד,False,False
בן סלע,סרן,False,False
בר זומר,יואב לוי,False,True
בר זומר,ישראל אטיאס,False,True
בר זומר,מאיר תמם,False,False
בר זומר,מייקל קביה אהרוני,False,False
בר זומר,משה אשכנזי,False,True
בר זומר,צביקה הדר,False,True
בר זומר,קים אור אזולאי,False,False
בר זומר,שון מונגוזה,False,False
בת אל מוסרי,ז'וזפין דראי,True,False
ג'ואנה סעיד,דאנה איבגי,False,True
ג'ואנה סעיד,מרלן בג'אלי,False,True
ג'ובאני רוסו,דין מירושניקוב,False,False
ג'ובאני רוסו,זהר ליבה,False,True
ג'ובאני רוסו,ירון ברלד,False,True
ג'ובאני רוסו,ליאם גולן,False,False
ג'ובאני רוסו,ניר לוי,False,True
ג'ובאני רוסו,רז זהבי,False,False
ג'ובאני רוסו,שייע פייגנבוים,False,False
ג'וי ריגר,גיל כהן,True,False
ג'וי ריגר,דומיניקה בירו פנה,True,False
ג'וי ריגר,דין גרבר,True,False
ג'וי ריגר,ירדן ג'רבי,True,False
ג'וי ריגר,ליר עיסא,True,False
ג'וי ריגר,עבדאללה עקל,True,False
ג'וי ריגר,פטר לינקה,True,False
ג'וי ריגר,צ'רבה קרקס,True,False
ג'ונא סולימאן,ג'ונה סולימאן,False,False
ג'ונא סולימאן,דוריד לידוואי,False,False
ג'ונא סולימאן,ח'ליפה נאטור,False,True
ג'ונא סולימאן,יארה יארר,False,False
ג'ונא סולימאן,מרוואן חמדן,False,False
ג'ונא סולימאן,סלים דאו,False,True
ג'ונה סולימאן,דוריד לידוואי,False,False
ג'ונה סולימאן,ח'ליפה נאטור,False,True
ג'ונה סולימאן,יארה יארר,False,False
ג'ונה סולימאן,מרוואן חמדן,False,False
ג'ונה סולימאן,סלים דאו,False,True
ג'יטה מונטה,יהושע סובול,True,False
ג'יטה מונטה,כרמל בין,True,False
ג'ייד דייכס וויקס,דנה קבסה,False,False
ג'ייד דייכס וויקס,יגאל שדה,False,True
ג'ייד דייכס וויקס,יעקב זדה דניאל,False,True
ג'ייד דייכס וויקס,ניר שטראוס,False,False
ג'ייד דייכס וויקס,פיני טבגר,False,True
ג'ייד דייכס וויקס,רמי ברוך,False,True
ג'ימבו ג'יי,טונה,True,False
ג'ימבו ג'יי,ירמי אומני,True,False
ג'ימבו ג'יי,מוריה אקונס,True,False
ג'ימבו ג'יי,עמית אולמן,True,False
ג'ימבו ג'יי,פלד,True,False
ג'לאל מסראווה,דאנה איבגי,False,True
ג'לאל מסראווה,עלא דקה,False,True
ג'סמין גרין,מי-רן מנקס,False,False
ג'סמין גרין,צחי סדן,False,False
ג'רמי נוימרק ג'ונס,דויד קרוס,False,False
ג'רמי נוימרק ג'ונס,ז'יל בן דוד,False,True
ג'רמי נוימרק ג'ונס,מייקל סי פוקס,False,False
גבריאל בך,דינה פורת,False,False
גבריאל בך,חנה יבלונקה,False,False
גבריאל בך,יהודה באואר,False,False
גבריאל בך,יואל רפל,False,False
גבריאל בך,יצחק ארד,False,False
גבריאל בך,ישראל גוטמן,False,False
גבריאל בך,עמר ברטוב,False,False
גולשיפתה פראהאני,זאר אמיר אבראהימי,False,False
גולשיפתה פראהאני,מינא קאוואני,False,False
גולשיפתה פראהאני,סינה פרוואנה,False,False
גולשיפתה פראהאני,קטיונה אחמדי,False,False
גולשיפתה פראהאני,רזא דיאקו,False,False
גיא אריאלי,לבנה פינקלשטיין,False,True
גיא אריאלי,לוטם טושינסקי,False,False
גיא אריאלי,ליטל שוורץ,False,True
גיא אריאלי,מאור לוי,False,False
גיא אריאלי,עדי אלון,False,False
גיא אריאלי,רועי אסף,False,True
גיא אריאלי,שאדי מרעי,False,True
גיא אריאלי,ששון גבאי,False,True
גיא גורביץ,ניר שעיבי,True,False
גיא גורביץ,ערן שראל,True,False
גיווי צ'וגואשווילי,מאטה טדוראדזה,False,False
גיווי צ'וגואשווילי,נטע ריסקין,False,True
גיווי צ'וגואשווילי,רולנד אוקרופירידזה,False,False
גיל וייס,דור הררי,False,True
גיל וייס,דניאל ליטמן,False,False
גיל וייס,ידין גלמן,False,False
גיל וייס,יואב רוטמן,False,True
גיל וייס,יותם קושניר,False,True
גיל וייס,יעל שטולמן,False,False
גיל וייס,נועם שנהב,False,False
גיל וייס,עמית פרקש,False,True
גיל כהן,דין גרבר,False,False
גיל כהן,הישאם סלימאן,False,True
גיל כהן,יונתן ברק,False,True
גיל כהן,ליר עיסא,False,False
גיל כהן,עבדאללה עקל,False,False
גיל כהן,תום אבני,False,True
גילי,חיים זנאתי,False,True
גילי,חנה'לה,False,False
גילי,חני נחמיאס,False,True
גילי,מיכאל גבעתי,False,False
גילי,מיכל ויצמן,False,False
גילי,נואל ברקוביץ',False,True
גילי,צילי,False,False
גילי,שירן סנדל,False,True
גילי,שלמה וישינסקי,False,True
גילי איצקוביץ',גל אמיתי,False,False
גילי איצקוביץ',דניאל ליטמן,False,False
גילי איצקוביץ',טייסת,False,False
גילי איצקוביץ',ליהי קורנובסקי,False,False
גילי איצקוביץ',מאור שוויצר,False,True
גילי איצקוביץ',מפקד,False,False
גילי איצקוביץ',סרן,False,False
גילי שושן,טיילור מלכוב,True,False
גילי שושן,ישי לפידות,True,False
גילי שושן,רונן הרשקוביץ,True,False
גילי שושן,שי חי,True,False
גילי שושן,ששי גז,True,False
גל אמיתי,דין גרבר,False,False
גל אמיתי,דני גבע,False,True
גל אמיתי,דניאל ליטמן,False,False
גל אמיתי,חן אמסלם,False,True
גל אמיתי,טייסת,False,False
גל אמיתי,טל גרושקה,False,True
גל אמיתי,יואב קרן,False,False
גל אמיתי,יותם גוטל,False,False
גל אמיתי,ליהי קורנובסקי,False,False
גל אמיתי,מאור שוויצר,False,True
גל אמיתי,מיטל נר,False,False
גל אמיתי,מנדי ברששת,False,False
גל אמיתי,מפקד,False,False
גל אמיתי,מרט פרחומובסקי,False,False
גל אמיתי,ניר שטראוס,False,False
גל אמיתי,סרן,False,False
גל אמיתי,עודד מנסטר,False,True
גל אמיתי,עידן תלם,False,False
גל אמיתי,ענת עצמון,False,True
גל אמיתי,עתליה זהבי,False,False
גל אמיתי,קווין רובין,False,False
גל אמיתי,רוני נדלר,False,False
גל אמיתי,שירה לוי,False,False
גל מלכה,יחזקאל לזרוב,False,True
גל מלכה,יפתח קליין,False,True
גל מלכה,לארס איידינגר,False,False
גל מלכה,מסאיי מסייבסקי,False,False
גל מלכה,משה פולקנפליק,False,True
גל מלכה,עפרי פרישקולניק אלדד,False,False
גל מלכה,שון סופטי,False,False
גל מלכה,שרה אדלר,False,True
גל פרידמן,סיון תדמור,True,False
גלוריה בס,דוד וולך,False,False
גלוריה בס,חנה אזולאי-הספרי,False,True
גלוריה בס,יובל דיין,False,False
גלוריה בס,ליהי קורנובסקי,False,False
גלוריה בס,סיני פתר,False,True
גלוריה בס,רועי ניק,False,True
גלוריה בס,רותם קינן,False,True
גלעד לדרמן,דרור קרן,False,True
גלעד לדרמן,ירדן בר-כוכבא,False,True
גלעד לדרמן,ישראל ברייט,False,True
גלעד לדרמן,נטע רוט,False,False
גרא סנדלר,דניאל אסייג,True,False
גרא סנדלר,חי דוידוב,True,False
דאנה איבגי,לי גילת,True,False
דאשה טבורונוביץ',הילה סורג'ון פישר,False,True
דאשה טבורונוביץ',ויקטוריה קוזאק,False,False
דאשה טבורונוביץ',יעקב זדה דניאל,False,True
דאשה טבורונוביץ',לנה פרייפלד,False,False
דובי גל,הלל מיטלפונקט,True,False
דובי גל,יהודה אטלס,True,False
דובי גל,שלישיית מה קשור,True,False
דוד אדרי,יונס,False,False
דוד אדרי,מירב גרובר,False,True
דוד אדרי,רחל אדרי,False,False
דוד וולך,חנה אזולאי-הספרי,False,True
דוד וולך,יובל דיין,False,False
דוד וולך,ליהי קורנובסקי,False,False
דוד וולך,סיני פתר,False,True
דוד וולך,רועי ניק,False,True
דוד וולך,רותם קינן,False,True
דוד שאול,לירון וייסמן,True,False
דוד שאול,נכה,True,False
דוד שאול,קופנגן,True,False
דוד שאול,רגל עץ,True,False
דודו באוכנר,חגית בן עמי,True,False
דודו באוכנר,יוליה טגיל,True,False
דודו באוכנר,קרן פלס,True,False
דודי גודר,דני רייספלד,False,False
דודי גודר,חן אמסלם,False,True
דודי גודר,יניב סוויסה,False,True
דודי גודר,יריב הורוביץ,False,False
דודי גודר,לבנה פינקלשטיין,False,True
דודי גודר,מורן גרוס,False,False
דודי גודר,צחי הלוי,False,True
דודי גודר,שלום אסייג,False,True
דויד קרוס,ז'יל בן דוד,False,True
דויד קרוס,מייקל סי פוקס,False,False
דומיניקה בירו פנה,ירדן ג'רבי,False,False
דומיניקה בירו פנה,פטר לינקה,False,False
דומיניקה בירו פנה,צ'רבה קרקס,False,False
דומיניקה בירו פנה,תיקי דיין,False,True
דור גל,"ירדן ""ג'ורדי"" פלג",False,False
דור גל,"לירז ""סטטיק"" רוסו",False,False
דור גל,משה רוסו,False,False
דור גל,ניצה אדל רוסו,False,False
דור גל,עידו נצר,False,False
